chr	start	end	strand	region_type	Geneid	gene_name	gene_type	hgnc_id	mouse_ortholog	data_contact	date	script
chr21	36388878	36389112	-	Gene|triplicated	ENSG00000224421.1	ATP5MFP1	processed_pseudogene	HGNC:849	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	36430360	36481070	+	Gene|triplicated	ENSG00000230479.1	AP000695.1	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	36445731	36532408	+	Gene|triplicated	ENSG00000233818.1	AP000695.2	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	36460621	36576569	-	Gene|triplicated	ENSG00000159261.12	CLDN14	protein_coding	HGNC:2035	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	36485867	36487760	+	Gene|triplicated	ENSG00000279365.1	AP000695.3	TEC	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	36485983	36487411	-	Gene|triplicated	ENSG00000223741.1	PSMD4P1	processed_pseudogene	HGNC:9562	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	36526280	36542855	-	Gene|triplicated	ENSG00000286517.1	AP000696.2	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	36580172	36581229	+	Gene|triplicated	ENSG00000286852.1	AP000696.3	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	36632681	36637033	-	Gene|triplicated	ENSG00000231324.1	AP000696.1	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	36698773	36701564	-	Gene|triplicated	ENSG00000224269.1	AP000697.1	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	36699115	36749917	+	Gene|triplicated	ENSG00000159263.16	SIM2	protein_coding	HGNC:10883	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	36750888	36990236	-	Gene|triplicated	ENSG00000159267.14	HLCS	protein_coding	HGNC:4976	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	36803984	36806284	-	Gene|triplicated	ENSG00000237646.1	HLCS-IT1	lncRNA	HGNC:41343	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	36851911	36852028	+	Gene|triplicated	ENSG00000199806.1	RNA5SP491	rRNA_pseudogene	HGNC:43391	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	36943267	36944125	+	Gene|triplicated	ENSG00000270652.1	DPRXP5	processed_pseudogene	HGNC:32171	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	36966461	36975164	+	Gene|triplicated	ENSG00000224790.3	AP000704.2	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	36986739	36986851	-	Gene|triplicated	ENSG00000207416.1	AP000704.1	misc_RNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	36994643	36995075	+	Gene|triplicated	ENSG00000215734.3	MRPL20P1	processed_pseudogene	HGNC:29699	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	37006150	37019662	+	Gene|triplicated	ENSG00000183145.9	RIPPLY3	protein_coding	HGNC:3047	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	37045530	37045636	+	Gene|triplicated	ENSG00000212136.1	RNU6-696P	snRNA	HGNC:47659	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	37059170	37073170	-	Gene|triplicated	ENSG00000185808.13	PIGP	protein_coding	HGNC:3046	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	37073226	37203112	+	Gene|triplicated	ENSG00000182670.13	TTC3	protein_coding	HGNC:12393	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	37100814	37101343	+	Gene|triplicated	ENSG00000270116.1	AP001429.1	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	37187666	37193926	-	Gene|triplicated	ENSG00000228677.1	TTC3-AS1	lncRNA	HGNC:40595	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	37208503	37221736	+	Gene|triplicated	ENSG00000230366.9	DSCR9	lncRNA	HGNC:16301	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	37215605	37215903	+	Gene|triplicated	ENSG00000263969.2	RN7SL678P	misc_RNA	HGNC:46694	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	37221419	37237744	+	Gene|triplicated	ENSG00000242553.1	AP001432.1	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	37223420	37267919	-	Gene|triplicated	ENSG00000157538.14	VPS26C	protein_coding	HGNC:3044	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	37267784	37268497	+	Gene|triplicated	ENSG00000272948.2	AP001412.1	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	37337382	37366858	-	Gene|triplicated	ENSG00000287637.1	AP001437.2	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	37365477	37365932	-	Gene|triplicated	ENSG00000273210.1	AP001437.1	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	37365573	37526358	+	Gene|triplicated	ENSG00000157540.21	DYRK1A	protein_coding	HGNC:3091	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	37593977	37661496	+	Gene|triplicated	ENSG00000286717.1	AP001407.1	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	37607373	38121345	-	Gene|triplicated	ENSG00000157542.11	KCNJ6	protein_coding	HGNC:6267	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	37717102	37719569	-	Gene|triplicated	ENSG00000233213.1	KCNJ6-AS1	lncRNA	HGNC:41352	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	37951425	38121360	-	Gene|triplicated	ENSG00000184029.9	DSCR4	lncRNA	HGNC:3045	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	38006544	38010618	-	Gene|triplicated	ENSG00000223608.1	DSCR4-IT1	lncRNA	HGNC:41328	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	38121451	38156511	+	Gene|triplicated	ENSG00000198054.12	DSCR8	lncRNA	HGNC:16707	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	38155549	38307357	+	Gene|triplicated	ENSG00000157551.19	KCNJ15	protein_coding	HGNC:6261	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	38204141	38206080	-	Gene|triplicated	ENSG00000270835.2	AP001425.1	transcribed_processed_pseudogene	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	38206156	38208644	+	Gene|triplicated	ENSG00000233316.4	DSCR10	lncRNA	HGNC:16302	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	38237217	38238201	-	Gene|triplicated	ENSG00000226012.1	AP001434.1	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	38238227	38238664	-	Gene|triplicated	ENSG00000231123.1	SPATA20P1	processed_pseudogene	HGNC:39636	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	38323635	38333421	-	Gene|triplicated	ENSG00000231231.5	LINC01423	lncRNA	HGNC:50732	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	38380027	38661780	-	Gene|triplicated	ENSG00000157554.19	ERG	protein_coding	HGNC:3446	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	38502445	38502621	+	Gene|triplicated	ENSG00000231480.1	SNRPGP13	processed_pseudogene	HGNC:39332	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	38503562	38543336	+	Gene|triplicated	ENSG00000287470.1	AP001037.1	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	38733890	38747460	-	Gene|triplicated	ENSG00000223806.8	LINC00114	lncRNA	HGNC:1265	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	38805183	38824955	+	Gene|triplicated	ENSG00000157557.13	ETS2	protein_coding	HGNC:3489	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	38812878	38956467	-	Gene|triplicated	ENSG00000205622.11	AP001042.1	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	38846247	38848644	+	Gene|triplicated	ENSG00000229986.1	AP001042.2	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	38857539	38858861	+	Gene|triplicated	ENSG00000287082.1	AP001042.3	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	38888772	38903905	+	Gene|triplicated	ENSG00000229925.1	AP001043.1	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	38894785	38894867	+	Gene|triplicated	ENSG00000272015.1	AP001043.2	snoRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	38894917	38895252	+	Gene|triplicated	ENSG00000227721.1	RPSAP64	processed_pseudogene	HGNC:39642	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	38974429	38977774	-	Gene|triplicated	ENSG00000232837.1	LINC01700	lncRNA	HGNC:52488	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	38988569	39062894	-	Gene|triplicated	ENSG00000235888.3	AF064858.1	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	39023000	39023835	-	Gene|triplicated	ENSG00000288266.1	AF064858.3	TEC	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	39028536	39029128	-	Gene|triplicated	ENSG00000237609.1	AF064858.2	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	39127568	39128040	+	Gene|triplicated	ENSG00000228861.5	RPL23AP12	processed_pseudogene	HGNC:23840	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	39171130	39172106	-	Gene|triplicated	ENSG00000235701.1	PCBP2P1	processed_pseudogene	HGNC:8649	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	39171462	39171560	-	Gene|triplicated	ENSG00000276873.1	AF129408.2	misc_RNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	39174769	39183488	-	Gene|triplicated	ENSG00000183527.12	PSMG1	protein_coding	HGNC:3043	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	39184176	39321559	-	Gene|triplicated	ENSG00000185658.13	BRWD1	protein_coding	HGNC:12760	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	39184469	39184899	+	Gene|triplicated	ENSG00000272991.1	AF129408.1	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	39216624	39217506	+	Gene|triplicated	ENSG00000232608.1	TIMM9P2	processed_pseudogene	HGNC:39929	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	39217093	39219805	-	Gene|triplicated	ENSG00000237373.1	BRWD1-IT1	lncRNA	HGNC:41920	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	39235386	39236020	-	Gene|triplicated	ENSG00000229623.1	METTL21AP1	processed_pseudogene	HGNC:41921	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	39313935	39314962	+	Gene|triplicated	ENSG00000255568.3	BRWD1-AS2	lncRNA	HGNC:16423	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	39315707	39323218	+	Gene|triplicated	ENSG00000238141.2	BRWD1-AS1	lncRNA	HGNC:40614	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	39342315	39349647	-	Gene|triplicated	ENSG00000205581.11	HMGN1	protein_coding	HGNC:4984	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	39344537	39344628	+	Gene|triplicated	ENSG00000252915.1	AF064861.1	misc_RNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	39373763	39377066	-	Gene|triplicated	ENSG00000227406.1	RNF6P1	processed_pseudogene	HGNC:39922	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	39377698	39428528	+	Gene|triplicated	ENSG00000182093.16	GET1	protein_coding	HGNC:12790	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	39380332	39515506	+	Gene|triplicated	ENSG00000285815.1	WRB-SH3BGR	protein_coding	NA	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	39405844	39445805	-	Gene|triplicated	ENSG00000157578.13	LCA5L	protein_coding	HGNC:1255	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	39445855	39515506	+	Gene|triplicated	ENSG00000185437.13	SH3BGR	protein_coding	HGNC:10822	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	39447010	39447069	+	Gene|triplicated	ENSG00000275523.1	MIR6508	miRNA	HGNC:50217	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	39488327	39488760	+	Gene|triplicated	ENSG00000235808.1	MYL6P2	processed_pseudogene	HGNC:23772	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	39491544	39491898	-	Gene|triplicated	ENSG00000228349.1	RPS26P4	processed_pseudogene	HGNC:23775	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	39525583	39529855	+	Gene|triplicated	ENSG00000235012.1	JCADP1	processed_pseudogene	HGNC:54491	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	39556442	39673137	+	Gene|triplicated	ENSG00000183778.17	B3GALT5	protein_coding	HGNC:920	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	39597147	39612910	-	Gene|triplicated	ENSG00000184809.13	B3GALT5-AS1	lncRNA	HGNC:16424	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	39630271	39726085	+	Gene|triplicated	ENSG00000225330.1	AF064860.1	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	39727755	39730680	+	Gene|triplicated	ENSG00000231713.2	AF064860.2	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	39745407	39802096	+	Gene|triplicated	ENSG00000183067.5	IGSF5	protein_coding	HGNC:5952	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	39867438	39929397	+	Gene|triplicated	ENSG00000183036.11	PCP4	protein_coding	HGNC:8742	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	40010999	40847158	-	Gene|triplicated	ENSG00000171587.15	DSCAM	protein_coding	HGNC:3039	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	40212352	40212431	-	Gene|triplicated	ENSG00000263973.1	MIR4760	miRNA	HGNC:41698	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	40383083	40385358	+	Gene|triplicated	ENSG00000235123.5	DSCAM-AS1	lncRNA	HGNC:40197	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	40513144	40513279	+	Gene|triplicated	ENSG00000207147.1	AF064863.1	snoRNA	NA	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	40615378	40630767	-	Gene|triplicated	ENSG00000233756.5	DSCAM-IT1	lncRNA	HGNC:41327	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	40736318	40754888	+	Gene|triplicated	ENSG00000288069.1	AF064866.1	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	40863994	40864473	+	Gene|triplicated	ENSG00000230859.1	YRDCP3	processed_pseudogene	HGNC:39921	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	41007244	41037362	-	Gene|triplicated	ENSG00000286425.1	AL773573.1	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	41141493	41148198	-	Gene|triplicated	ENSG00000226496.3	LINC00323	lncRNA	HGNC:19720	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	41167557	41167629	+	Gene|triplicated	ENSG00000263681.1	MIR3197	miRNA	HGNC:38366	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	41167801	41282530	+	Gene|triplicated	ENSG00000182240.16	BACE2	protein_coding	HGNC:934	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	41175231	41186788	-	Gene|triplicated	ENSG00000280109.3	PLAC4	lncRNA	HGNC:14616	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	41180097	41180626	+	Gene|triplicated	ENSG00000224388.1	BACE2-IT1	lncRNA	HGNC:16024	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	41304212	41357727	+	Gene|triplicated	ENSG00000183844.17	FAM3B	protein_coding	HGNC:1253	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	41361999	41409393	+	Gene|triplicated	ENSG00000183486.13	MX2	protein_coding	HGNC:7533	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	41420304	41459214	+	Gene|triplicated	ENSG00000157601.14	MX1	protein_coding	HGNC:7532	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	41441056	41445708	-	Gene|triplicated	ENSG00000228318.3	AP001610.2	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	41464305	41531116	-	Gene|triplicated	ENSG00000184012.12	TMPRSS2	protein_coding	HGNC:11876	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	41539206	41539326	+	Gene|triplicated	ENSG00000207503.1	AP001610.1	snoRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	41559125	41562958	-	Gene|triplicated	ENSG00000232806.1	AP001610.3	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	41576135	41581319	-	Gene|triplicated	ENSG00000223400.1	AP006748.1	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	41580475	41582887	+	Gene|triplicated	ENSG00000286027.1	PCSEAT	lncRNA	HGNC:54485	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	41679181	41697336	+	Gene|triplicated	ENSG00000227702.1	LINC00111	lncRNA	HGNC:1262	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	41711520	41715775	-	Gene|triplicated	ENSG00000236384.7	LINC00479	lncRNA	HGNC:19727	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	41715806	41717975	+	Gene|triplicated	ENSG00000232401.2	LINC00112	lncRNA	HGNC:1263	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	41739369	41767089	-	Gene|triplicated	ENSG00000183421.12	RIPK4	protein_coding	HGNC:496	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	41739373	41741308	+	Gene|triplicated	ENSG00000236883.1	AP001615.1	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	41746772	41746841	-	Gene|triplicated	ENSG00000275166.1	MIR6814	miRNA	HGNC:50145	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	41798225	41879482	-	Gene|triplicated	ENSG00000141956.13	PRDM15	protein_coding	HGNC:13999	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	41870633	41872054	+	Gene|triplicated	ENSG00000236545.1	AP001619.2	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	41874756	41877613	-	Gene|triplicated	ENSG00000227698.1	AP001619.1	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	41882205	41882300	+	Gene|triplicated	ENSG00000251778.1	AP001619.3	snoRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	41885112	41954018	-	Gene|triplicated	ENSG00000157617.17	C2CD2	protein_coding	HGNC:1266	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	41986831	42010387	-	Gene|triplicated	ENSG00000173276.14	ZBTB21	protein_coding	HGNC:13083	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	42009194	42055130	+	Gene|triplicated	ENSG00000237232.8	ZNF295-AS1	lncRNA	HGNC:23130	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	42062959	42143453	+	Gene|triplicated	ENSG00000177398.18	UMODL1	protein_coding	HGNC:12560	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	42102134	42108534	-	Gene|triplicated	ENSG00000184385.2	UMODL1-AS1	lncRNA	HGNC:23821	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	42199689	42297244	+	Gene|triplicated	ENSG00000160179.18	ABCG1	protein_coding	HGNC:73	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	42221173	42221286	+	Gene|triplicated	ENSG00000223262.1	RNA5SP492	rRNA_pseudogene	HGNC:43392	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	42311667	42315651	-	Gene|triplicated	ENSG00000160180.15	TFF3	protein_coding	HGNC:11757	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	42346357	42350997	-	Gene|triplicated	ENSG00000160181.9	TFF2	protein_coding	HGNC:11756	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	42362282	42366535	-	Gene|triplicated	ENSG00000160182.3	TFF1	protein_coding	HGNC:11755	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	42371837	42396091	-	Gene|triplicated	ENSG00000160183.16	TMPRSS3	protein_coding	HGNC:11877	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	42403447	42447684	+	Gene|triplicated	ENSG00000160185.15	UBASH3A	protein_coding	HGNC:12462	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	42417497	42417593	-	Gene|triplicated	ENSG00000252619.1	RNU6-1149P	snRNA	HGNC:48112	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	42472486	42496246	-	Gene|triplicated	ENSG00000160188.10	RSPH1	protein_coding	HGNC:12371	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	42496008	42581440	+	Gene|triplicated	ENSG00000160190.14	SLC37A1	protein_coding	HGNC:11024	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	42496539	42497443	+	Gene|triplicated	ENSG00000239930.2	AP001625.3	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	42508624	42509661	+	Gene|triplicated	ENSG00000231867.1	AP001625.1	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	42560374	42561934	-	Gene|triplicated	ENSG00000235772.1	AP001625.2	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	42599280	42615058	-	Gene|triplicated	ENSG00000225431.1	LINC01671	lncRNA	HGNC:52459	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	42648271	42651244	-	Gene|triplicated	ENSG00000235023.1	AP001626.1	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	42653621	42775509	+	Gene|triplicated	ENSG00000160191.18	PDE9A	protein_coding	HGNC:8795	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	42733594	42741758	-	Gene|triplicated	ENSG00000225731.1	AP001627.1	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	42777819	42779994	-	Gene|triplicated	ENSG00000283051.1	LINC01668	lncRNA	HGNC:52456	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	42781074	42782229	-	Gene|triplicated	ENSG00000233754.2	AP001628.2	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	42831040	42836477	-	Gene|triplicated	ENSG00000225218.1	AP001628.1	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
